:START_ID,:END_ID,:TYPE,source_file,evidence
大熊猫,金丝猴,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,大熊猫的伴生动物有金丝猴，小熊猫，林麝、羚牛、血雉，红腹锦鸡等。
大熊猫,小熊猫,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,大熊猫的伴生动物有金丝猴，小熊猫，林麝、羚牛、血雉，红腹锦鸡等。
大熊猫,林麝,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,大熊猫的伴生动物有金丝猴，小熊猫，林麝、羚牛、血雉，红腹锦鸡等。
大熊猫,羚牛,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,大熊猫的伴生动物有金丝猴，小熊猫，林麝、羚牛、血雉，红腹锦鸡等。
大熊猫,血雉,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,大熊猫的伴生动物有金丝猴，小熊猫，林麝、羚牛、血雉，红腹锦鸡等。
大熊猫,红腹锦鸡,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,大熊猫的伴生动物有金丝猴，小熊猫，林麝、羚牛、血雉，红腹锦鸡等。
大熊猫,金猫,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,尽管大熊猫与世无争，但在它的栖息领域里，还是有一些与它们为敌的动物，如金猫、豹、豺、狼、黄喉貂等，但这些动物通常只袭击大熊猫中的幼仔和病弱年老者……
大熊猫,豹,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,尽管大熊猫与世无争，但在它的栖息领域里，还是有一些与它们为敌的动物，如金猫、豹、豺、狼、黄喉貂等，但这些动物通常只袭击大熊猫中的幼仔和病弱年老者……
大熊猫,豺,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,尽管大熊猫与世无争，但在它的栖息领域里，还是有一些与它们为敌的动物，如金猫、豹、豺、狼、黄喉貂等，但这些动物通常只袭击大熊猫中的幼仔和病弱年老者……
大熊猫,狼,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,尽管大熊猫与世无争，但在它的栖息领域里，还是有一些与它们为敌的动物，如金猫、豹、豺、狼、黄喉貂等，但这些动物通常只袭击大熊猫中的幼仔和病弱年老者……
大熊猫,黄喉貂,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,尽管大熊猫与世无争，但在它的栖息领域里，还是有一些与它们为敌的动物，如金猫、豹、豺、狼、黄喉貂等，但这些动物通常只袭击大熊猫中的幼仔和病弱年老者……
大熊猫,我国西南高山深谷,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,这些珍贵动物基本上都与熊猫生活在同一环境中。……她们都有效地借助于我国西南高山深谷的有利地形而幸存至今。
金丝猴,我国西南高山深谷,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,这些珍贵动物基本上都与熊猫生活在同一环境中。……她们都有效地借助于我国西南高山深谷的有利地形而幸存至今。
小熊猫,我国西南高山深谷,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,这些珍贵动物基本上都与熊猫生活在同一环境中。……她们都有效地借助于我国西南高山深谷的有利地形而幸存至今。
林麝,我国西南高山深谷,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,这些珍贵动物基本上都与熊猫生活在同一环境中。……她们都有效地借助于我国西南高山深谷的有利地形而幸存至今。
羚牛,我国西南高山深谷,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,这些珍贵动物基本上都与熊猫生活在同一环境中。……她们都有效地借助于我国西南高山深谷的有利地形而幸存至今。
血雉,我国西南高山深谷,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,这些珍贵动物基本上都与熊猫生活在同一环境中。……她们都有效地借助于我国西南高山深谷的有利地形而幸存至今。
红腹锦鸡,我国西南高山深谷,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,这些珍贵动物基本上都与熊猫生活在同一环境中。……她们都有效地借助于我国西南高山深谷的有利地形而幸存至今。
大熊猫,10毫米,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】外形特征 - 成都大熊猫繁育研究基地.md,大熊猫皮肤厚，最厚处可达10毫米。
大熊猫,体背部厚于腹侧,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】外形特征 - 成都大熊猫繁育研究基地.md,身体不同部分的皮肤厚度也不一样，体背部厚于腹侧，体外侧厚于体内侧，皮肤的平均厚度约为5mm。
大熊猫,体外侧厚于体内侧,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】外形特征 - 成都大熊猫繁育研究基地.md,身体不同部分的皮肤厚度也不一样，体背部厚于腹侧，体外侧厚于体内侧，皮肤的平均厚度约为5mm。
大熊猫,5mm,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】外形特征 - 成都大熊猫繁育研究基地.md,身体不同部分的皮肤厚度也不一样，体背部厚于腹侧，体外侧厚于体内侧，皮肤的平均厚度约为5mm。
大熊猫,色白而富有弹性和韧性,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】外形特征 - 成都大熊猫繁育研究基地.md,皮肤的平均厚度约为5mm，并且色白而富有弹性和韧性。
大熊猫,厚而粗糙的皮毛,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】外形特征 - 成都大熊猫繁育研究基地.md,它们厚而粗糙的皮毛能帮助它们度过严冬。
厚而粗糙的皮毛,帮助度过严冬,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】外形特征 - 成都大熊猫繁育研究基地.md,它们厚而粗糙的皮毛能帮助它们度过严冬。
黑白相间的外表,隐蔽在密林的树上和积雪的地面而不易被天敌发现,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】外形特征 - 成都大熊猫繁育研究基地.md,黑白相间的外表，有利于隐蔽在密林的树上和积雪的地面而不易被天敌发现。
相对锋利的爪和发达有力的前后肢,快速爬上高大的乔木,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】外形特征 - 成都大熊猫繁育研究基地.md,相对锋利的爪和发达有力的前后肢，有利于大熊猫能快速爬上高大的乔木。
大熊猫,不需要冬眠,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】外形特征 - 成都大熊猫繁育研究基地.md,它们不需要冬眠，即使是寒冷的冬天，它们仍然在雪地里觅食。
大熊猫,在雪地里觅食,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】外形特征 - 成都大熊猫繁育研究基地.md,它们不需要冬眠，即使是寒冷的冬天，它们仍然在雪地里觅食。
大熊猫,秦岭山系,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】大熊猫分布和现状 - 成都大熊猫繁育研究基地.md,而现在我们只能在秦岭山系、岷山山系、邛崃山系、凉山和大、小相岭山系找到它们。
大熊猫,岷山山系,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】大熊猫分布和现状 - 成都大熊猫繁育研究基地.md,而现在我们只能在秦岭山系、岷山山系、邛崃山系、凉山和大、小相岭山系找到它们。
