id:ID,name,:LABEL
1-1.5岁,1-1.5岁,Other
1-3天,1-3天,Other
1/900,1/900,Other
10-12小时,10-12小时,Disease
10-12小时,10-12小时,Other
10-15年,10-15年,Disease
10-16小时,10-16小时,Disease
10-16小时,10-16小时,Other
100-150克,100-150克,Other
12-38公斤,12-38公斤,Other
1岁左右,1岁左右,Other
2-3年,2-3年,Other
不明动物攻击,不明动物攻击,Other
中国,中国,Place
体温调节,体温调节,Biology
凉山,凉山,Place
大熊猫,大熊猫,PandaKind
大熊猫和盛,大熊猫和盛,Entity
大熊猫国际合作,大熊猫国际合作,Entity
大熊猫基地,大熊猫基地,Entity
大熊猫白色毛色,大熊猫白色毛色,Entity
大熊猫祥祥,大熊猫祥祥,Entity
大熊猫租借费用,大熊猫租借费用,Entity
大熊猫粪便,大熊猫粪便,Entity
大熊猫雪雪,大熊猫雪雪,Entity
大熊猫黑色毛色,大熊猫黑色毛色,Entity
小熊猫,小熊猫,Species
岷山,岷山,Place
政府拨款和科研合作,政府拨款和科研合作,Disease
旅外大熊猫繁育的幼崽,旅外大熊猫繁育的幼崽,Entity
森林阴影,森林阴影,Habitat
没有大规模商业销售渠道,没有大规模商业销售渠道,Disease
添加少量熊猫粪便提取物,添加少量熊猫粪便提取物,Disease
熊猫粪便纸巾,熊猫粪便纸巾,Entity
用于保护基金,用于保护基金,Disease
用于大熊猫保护和研究,用于大熊猫保护和研究,Disease
科研（分析肠道菌群）或制作堆肥,科研（分析肠道菌群）或制作堆肥,Disease
秦岭,秦岭,Place
竹子残渣,竹子残渣,Other
竹鼠,竹鼠,Species
纤维较短且杂质多,纤维较短且杂质多,Disease
细菌感染引发的疾病,细菌感染引发的疾病,Disease
肌肉放松,肌肉放松,Biology
身体轻微抖动,身体轻微抖动,Entity
造纸工业中很少使用,造纸工业中很少使用,Disease
邛崃山,邛崃山,Place
野生雄性,野生雄性,Species
门票收入占比很小,门票收入占比很小,Disease
雪地,雪地,Habitat
鸟类,鸟类,Species
黄喉貂,黄喉貂,Species
