:START_ID,:END_ID,:TYPE,source_file,evidence
大熊猫,黄喉貂,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,大熊猫有天敌：豺、豹、黄喉貂等，尤其对幼崽构成威胁。
大熊猫,竹鼠,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,野生大熊猫也会偶尔吃小型动物（如竹鼠、鸟类）或腐肉，补充蛋白质和矿物质。
大熊猫,鸟类,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,野生大熊猫也会偶尔吃小型动物（如竹鼠、鸟类）或腐肉，补充蛋白质和矿物质。
大熊猫,小熊猫,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,早期分类争议源于大熊猫的食性特化（植食性）和伪拇指结构，但遗传学证据已一锤定音。
大熊猫,小熊猫,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,大熊猫与熊科其他成员（如棕熊、黑熊）的共同祖先生活在约2000万年前，而与小熊猫（浣熊科）的亲缘关系更远。
大熊猫,秦岭,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,大熊猫分布于四川、陕西和甘肃的山区，包括秦岭、岷山、邛崃山、凉山等山系。
大熊猫,岷山,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,大熊猫分布于四川、陕西和甘肃的山区，包括秦岭、岷山、邛崃山、凉山等山系。
大熊猫,邛崃山,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,大熊猫分布于四川、陕西和甘肃的山区，包括秦岭、岷山、邛崃山、凉山等山系。
大熊猫,凉山,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,大熊猫分布于四川、陕西和甘肃的山区，包括秦岭、岷山、邛崃山、凉山等山系。
大熊猫,秦岭,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,陕西秦岭亚种（棕色大熊猫）与四川亚种有差异，体型略大、毛色偏棕。
大熊猫,100-150克,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,大熊猫幼崽确实很小（约100-150克，是母体的1/900），这是熊科动物的普遍特征（延迟着床、短妊娠期）。
大熊猫,1/900,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,大熊猫幼崽确实很小（约100-150克，是母体的1/900），这是熊科动物的普遍特征（延迟着床、短妊娠期）。
大熊猫,1-3天,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,每年仅发情1次（春季），发情期极短（1-3天）
大熊猫,2-3年,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,圈养下通常每2-3年才繁殖一次
大熊猫,1岁左右,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,圈养大熊猫幼崽通常在6-9个月龄开始逐步断奶，但完全断奶一般在1岁左右，与野生环境下基本一致（野生幼崽约1-1.5岁断奶）。
大熊猫,1-1.5岁,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,野生幼崽约1-1.5岁断奶
大熊猫,12-38公斤,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,大熊猫每天摄入大量竹子（12-38公斤）
大熊猫,10-12小时,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,大熊猫每天睡眠约10-12小时，其余时间主要进食和活动。
大熊猫,10-16小时,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,由于竹子能量低，它们需要长时间进食（每天10-16小时）
大熊猫白色毛色,雪地,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,2021年一项研究（Caro et al.）提出“双重伪装假说”：白色有助于在雪地中隐藏，黑色有助于在森林阴影中隐藏。
大熊猫黑色毛色,森林阴影,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,2021年一项研究（Caro et al.）提出“双重伪装假说”：白色有助于在雪地中隐藏，黑色有助于在森林阴影中隐藏。
大熊猫,竹子残渣,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,网传“宝力”臀部流出“白线虫”实际上是竹子残渣，属于正常生理现象。
大熊猫,竹子残渣,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,大熊猫的消化系统无法完全分解竹子纤维，排泄物中残留竹子残渣是正常现象。
