id:ID,name,:LABEL
1983年,1983年,Other
1989年,1989年,Other
1999年8月21日,1999年8月21日,Other
2011年12月4日,2011年12月4日,Other
2020年9月9日,2020年9月9日,Other
374,374,Other
397,397,Other
487,487,Other
Hua Mei,Hua Mei,Alias
中国保护大熊猫研究中心雅安碧峰峡基地,中国保护大熊猫研究中心雅安碧峰峡基地,Habitat
中国大熊猫保护研究中心卧龙基地,中国大熊猫保护研究中心卧龙基地,Habitat
中国大熊猫保护研究中心核桃坪野化培训基地,中国大熊猫保护研究中心核桃坪野化培训基地,Habitat
中国大熊猫保护研究中心都江堰基地,中国大熊猫保护研究中心都江堰基地,Habitat
云子,云子,Person
伟伟,伟伟,Person
传奇母亲,传奇母亲,Alias
传奇母亲,传奇母亲,Other
华奥,华奥,Person
华美,华美,Entity
华美,华美,Person
华荣,华荣,Person
华龙,华龙,Person
卧龙自然保护区,卧龙自然保护区,Habitat
台北动物园,台北动物园,Habitat
合肥逍遥津公园,合肥逍遥津公园,Habitat
嘉嘉,嘉嘉,Person
四川宝兴野外,四川宝兴野外,Habitat
四川省凉山州雷波县野外,四川省凉山州雷波县野外,Habitat
团团,团团,Entity
团团,团团,Person
园欣,园欣,Person
圆圆,圆圆,Person
壹壹,壹壹,Person
婷婷,婷婷,Person
小礼物,小礼物,Person
永巴,永巴,Entity
沪宝,沪宝,Person
深圳野生动物园,深圳野生动物园,Habitat
激素治疗,激素治疗,Treatment
灵灵,灵灵,Person
玖玖,玖玖,Person
珍珍,珍珍,Person
白云,白云,Person
盟盟,盟盟,Person
石石,石石,Person
福妮,福妮,Person
福娃,福娃,Person
约1983年,约1983年,Other
美国圣地亚哥动物园,美国圣地亚哥动物园,Habitat
美灵,美灵,Entity
美灵,美灵,Person
美生,美生,Person
老年病治疗,老年病治疗,Treatment
苏琳,苏琳,Person
虐待争议,虐待争议,Other
金嘟嘟,金嘟嘟,Person
阳虎,阳虎,Person
雅安碧峰峡基地,雅安碧峰峡基地,Habitat
雌性,雌性,Biology
雷雷,雷雷,Entity
