id:ID,name,:LABEL
100多公斤,100多公斤,Other
145公斤,145公斤,Other
178克,178克,Other
179.8克,179.8克,Other
2000年8月3日,2000年8月3日,Other
2003年4月,2003年4月,Other
2007年1月,2007年1月,Other
2007年5月23日,2007年5月23日,Other
2009年,2009年,Other
2009年11月1日,2009年11月1日,Other
200克,200克,Other
2012年7月11日,2012年7月11日,Other
2013年2月,2013年2月,Other
2013年8月23日,2013年8月23日,Other
2013年8月27日,2013年8月27日,Other
2014年11月,2014年11月,Other
2015年7月4日,2015年7月4日,Other
2015年9月,2015年9月,Other
2016年1月,2016年1月,Other
2016年1月29日,2016年1月29日,Other
2017年,2017年,Other
2017年5月23日,2017年5月23日,Other
2018年,2018年,Other
2018年1月,2018年1月,Other
2018年1月18日,2018年1月18日,Other
2018年6月27日,2018年6月27日,Other
2019年,2019年,Other
2019年9月,2019年9月,Other
2020年4月,2020年4月,Other
2021年12月15日,2021年12月15日,Other
2022年12月21日,2022年12月21日,Other
2022年7月4日,2022年7月4日,Other
2023年10月,2023年10月,Other
2023年12月21日,2023年12月21日,Other
2023年2月,2023年2月,Other
2023年3月,2023年3月,Other
2023年4月26日,2023年4月26日,Other
2023年4月27日,2023年4月27日,Other
2023年5月29日,2023年5月29日,Other
2023年7月18日,2023年7月18日,Other
2023年7月4日,2023年7月4日,Other
2023年8月9日,2023年8月9日,Other
2024年10月15日,2024年10月15日,Other
2024年11月23日,2024年11月23日,Other
2024年1月12日,2024年1月12日,Other
2024年2月,2024年2月,Other
2024年4月27日,2024年4月27日,Other
2024年6月18日,2024年6月18日,Other
2024年6月27日,2024年6月27日,Other
2024年8月15日,2024年8月15日,Other
2025年10月,2025年10月,Other
2025年10月6日,2025年10月6日,Other
2025年2月15日,2025年2月15日,Other
2025年2月16日,2025年2月16日,Other
2025年3月21日,2025年3月21日,Other
2025年3月7日,2025年3月7日,Other
2025年5月22日,2025年5月22日,Other
2025年5月27日,2025年5月27日,Other
2025年6月,2025年6月,Other
2025年6月18日,2025年6月18日,Other
2025年8月,2025年8月,Other
2025年8月27日,2025年8月27日,Other
2025年8月3日,2025年8月3日,Other
2026年1月30日,2026年1月30日,Other
2026年4月8日,2026年4月8日,Other
2026年5月,2026年5月,Other
2026年6月11日,2026年6月11日,Other
21公斤,21公斤,Other
27.1公斤,27.1公斤,Other
40公斤,40公斤,Other
89公斤,89公斤,Other
Bace2基因纯合25-bp缺失,Bace2基因纯合25-bp缺失,Biology
《长江七号》,《长江七号》,Other
中国动物园协会,中国动物园协会,Other
中国大熊猫保护研究中心碧峰峡基地,中国大熊猫保护研究中心碧峰峡基地,Habitat
中国大熊猫保护研究中心耿达神树坪基地,中国大熊猫保护研究中心耿达神树坪基地,Habitat
中国香港,中国香港,Place
丹丹,丹丹,Other
仰睡,仰睡,Behavior
减小黑素体数量与尺寸,减小黑素体数量与尺寸,Biology
北京动物园,北京动物园,Habitat
和叶,和叶,Other
和花,和花,Entity
啃咬竹叶,啃咬竹叶,Behavior
喜鹊,喜鹊,Species
大熊猫,大熊猫,Alias
大熊猫,大熊猫,PandaKind
大熊猫知识传播工作,大熊猫知识传播工作,Other
妹珠,妹珠,Entity
希尔顿集团“宠你不分大小”主题活动,希尔顿集团“宠你不分大小”主题活动,Other
常染色体隐性,常染色体隐性,Biology
广东思宝不锈钢制品有限公司,广东思宝不锈钢制品有限公司,Place
广州动物园,广州动物园,Habitat
广州长隆野生动物世界,广州长隆野生动物世界,Habitat
成都大熊猫繁育研究基地,成都大熊猫繁育研究基地,Habitat
成都大熊猫繁育研究基地幼年园,成都大熊猫繁育研究基地幼年园,Habitat
成都大运会宣传片《新千里江山图·活力四川》,成都大运会宣传片《新千里江山图·活力四川》,Other
成都文旅局,成都文旅局,Place
星二,星二,Other
浙江正辉照明工程有限公司,浙江正辉照明工程有限公司,Place
熊猫国际组织,熊猫国际组织,Other
皮肤病,皮肤病,Disease
盈盈,盈盈,Other
美国孟菲斯动物园,美国孟菲斯动物园,Habitat
萌大,萌大,Other
萌宝,萌宝,Other
萌小,萌小,Other
萌玉,萌玉,Other
萌萌,萌萌,Person
辉辉,辉辉,Other
陕西佛坪国家级自然保护区,陕西佛坪国家级自然保护区,Habitat
陕西省西安市周至县秦岭四宝科学公园,陕西省西安市周至县秦岭四宝科学公园,Habitat
雅二,雅二,Other
魏辅文院士,魏辅文院士,Person
