id:ID,name,:LABEL
1-1.5岁,1-1.5岁,Other
1-3天,1-3天,Other
10-12小时,10-12小时,Other
10-16小时,10-16小时,Other
100-150克,100-150克,Other
100–150克；1/900；延迟着床；短妊娠期,100–150克；1/900；延迟着床；短妊娠期,Other
11只；5年,11只；5年,Other
12-38公斤,12-38公斤,Other
12–38公斤；竹笋；嫩叶,12–38公斤；竹笋；嫩叶,Other
1岁左右,1岁左右,Other
1次,1次,Other
2000万年前,2000万年前,Other
2014年10月；40天；细菌感染,2014年10月；40天；细菌感染,Other
2016年9月；不明动物攻击；败血症,2016年9月；不明动物攻击；败血症,Other
2016年；易危；1800只；600只,2016年；易危；1800只；600只,Other
2–3年,2–3年,Other
300万年,300万年,Other
54万次；1245次,54万次；1245次,Other
6-9个月龄,6-9个月龄,Other
600万公顷,600万公顷,Other
6–9个月龄；1岁左右；1–1.5岁,6–9个月龄；1岁左右；1–1.5岁,Other
700万年前；200万年前,700万年前；200万年前,Other
90%,90%,Other
与棕熊相当,与棕熊相当,Other
中国,中国,Entity
中国大熊猫野化放归项目,中国大熊猫野化放归项目,Entity
中国正规大熊猫保护机构,中国正规大熊猫保护机构,Entity
中国正规大熊猫基地,中国正规大熊猫基地,Entity
伪拇指；头骨和下颌肌肉强化；肠道菌群适应纤维素分解,伪拇指；头骨和下颌肌肉强化；肠道菌群适应纤维素分解,Biology
全身麻醉,全身麻醉,Treatment
全身麻醉；微电流强度；无痛感；无意识,全身麻醉；微电流强度；无痛感；无意识,Other
卧龙；碧峰峡；成都基地,卧龙；碧峰峡；成都基地,Place
双胞胎；人工辅助育幼；轮换喂养,双胞胎；人工辅助育幼；轮换喂养,Other
发情期,发情期,Biology
受惊,受惊,Behavior
四川；陕西；甘肃；秦岭；岷山；邛崃山；凉山,四川；陕西；甘肃；秦岭；岷山；邛崃山；凉山,Place
圈养大熊猫,圈养大熊猫,Entity
大熊猫,大熊猫,PandaKind
大熊猫“和盛”,大熊猫“和盛”,Entity
大熊猫“宝力”,大熊猫“宝力”,Entity
大熊猫“雪雪”,大熊猫“雪雪”,Entity
大熊猫基地,大熊猫基地,Entity
大熊猫幼崽,大熊猫幼崽,Entity
大熊猫祖先,大熊猫祖先,Entity
大熊猫被虐待谣言（2024–2025年）,大熊猫被虐待谣言（2024–2025年）,Entity
大熊猫黑白色,大熊猫黑白色,Entity
大熊猫黑白色毛色,大熊猫黑白色毛色,Entity
抓握竹子,抓握竹子,Behavior
护崽,护崽,Behavior
排泄物中残留竹子残渣,排泄物中残留竹子残渣,Biology
数百平方米；夏季26℃以下；冬季10℃以上,数百平方米；夏季26℃以下；冬季10℃以上,Other
旅美大熊猫“美香”一家,旅美大熊猫“美香”一家,Entity
无法完全分解竹子纤维,无法完全分解竹子纤维,Biology
无痛感、无意识,无痛感、无意识,Biology
森林阴影,森林阴影,Habitat
正规大熊猫基地,正规大熊猫基地,Entity
母体的1/900,母体的1/900,Other
每年1–2次；1%,每年1–2次；1%,Other
每年1次；1–3天；假发情,每年1次；1–3天；假发情,Other
熊科,熊科,Biology
研磨竹子,研磨竹子,Behavior
竹子残渣,竹子残渣,Other
竹子能量低,竹子能量低,Biology
竹笋、嫩叶,竹笋、嫩叶,Biology
箭竹；箬竹；苦竹；淡竹,箭竹；箬竹；苦竹；淡竹,Other
肌肉放松或体温调节,肌肉放松或体温调节,Biology
肌肉放松；体温调节,肌肉放松；体温调节,Other
肠道菌群适应纤维素分解,肠道菌群适应纤维素分解,Biology
腕骨特化形成的第六指,腕骨特化形成的第六指,Biology
腕骨特化；第六指；剥竹皮；折竹茎,腕骨特化；第六指；剥竹皮；折竹茎,Biology
苹果；胡萝卜；特制窝窝头,苹果；胡萝卜；特制窝窝头,Other
被困,被困,Behavior
豺；豹；黄喉貂,豺；豹；黄喉貂,Species
迁移至其他竹林,迁移至其他竹林,Behavior
进食和活动,进食和活动,Behavior
野生大熊猫,野生大熊猫,Entity
隔离检疫；适应期管理,隔离检疫；适应期管理,Other
雪地,雪地,Habitat
雪地；森林阴影,雪地；森林阴影,Habitat
黄喉貂,黄喉貂,Species
