id:ID,name,:LABEL
10毫米,10毫米,Other
1600米至3500米,1600米至3500米,Other
1869年3月,1869年3月,Other
1869年4月1日,1869年4月1日,Other
1978年,1978年,Other
5mm,5mm,Other
800万年,800万年,Other
800万年前,800万年前,Other
一个月：体重1~2公斤；长出黑白相间毛；尚不能行走,一个月：体重1~2公斤；长出黑白相间毛；尚不能行走,Biology
一到两周：肩带、四肢和耳朵渐变黑,一到两周：肩带、四肢和耳朵渐变黑,Biology
一岁半离开母亲独立生活,一岁半离开母亲独立生活,Behavior
一岁开始长出恒牙,一岁开始长出恒牙,Biology
三个月：可缓慢爬动,三个月：可缓慢爬动,Biology
下到山谷,下到山谷,Behavior
下到山谷,下到山谷,Entity
不停地走来走去,不停地走来走去,Entity
不需要冬眠,不需要冬眠,Biology
与家畜亲善（同吃同住）,与家畜亲善（同吃同住）,Behavior
东南亚,东南亚,Place
东南季风的迎风面,东南季风的迎风面,Other
两广,两广,Place
中低山地区,中低山地区,Habitat
中暑,中暑,Entity
丰容,丰容,Entity
串入山村小寨或住宅,串入山村小寨或住宅,Behavior
串入山村小寨或住宅,串入山村小寨或住宅,Entity
临近求婚期,临近求婚期,Behavior
争斗（因水、食物、地盘）,争斗（因水、食物、地盘）,Behavior
争斗（因水、食物、地盘）,争斗（因水、食物、地盘）,Entity
云南元谋,云南元谋,Place
云南禄丰,云南禄丰,Place
云雾缭绕,云雾缭绕,Other
亚成年期大熊猫大量玩耍、探索、爬树,亚成年期大熊猫大量玩耍、探索、爬树,Behavior
亚成年期食物由奶为主过渡至竹类为主,亚成年期食物由奶为主过渡至竹类为主,Biology
亚高山暗针叶林,亚高山暗针叶林,Habitat
优选采食（竹笋→嫩竹→竹竿）,优选采食（竹笋→嫩竹→竹竿）,Behavior
伸展,伸展,Behavior
低头不露真容,低头不露真容,Behavior
低血糖,低血糖,Entity
住宅,住宅,Place
体内侧,体内侧,Entity
体外侧,体外侧,Biology
体背部,体背部,Biology
体重,体重,Biology
体长,体长,Biology
佳佳,佳佳,Entity
佳佳,佳佳,Person
侦察情况,侦察情况,Behavior
便血,便血,Entity
保存能量,保存能量,Behavior
修饰,修饰,Behavior
免疫系统,免疫系统,Biology
六到八周：可睁眼,六到八周：可睁眼,Biology
兽舍,兽舍,Habitat
内脏内缺乏微生物,内脏内缺乏微生物,Biology
凉山,凉山,Habitat
减小活动范围,减小活动范围,Behavior
减少社会活动,减少社会活动,Behavior
出血性肠炎,出血性肠炎,Entity
分泌物,分泌物,Biology
初生幼仔体重为母体体重的1%（平均120克，范围42.8–225克）,初生幼仔体重为母体体重的1%（平均120克，范围42.8–225克）,Biology
初生幼仔皮肤粉红色、覆白毛、眼耳未发育完全、免疫系统未完善,初生幼仔皮肤粉红色、覆白毛、眼耳未发育完全、免疫系统未完善,Biology
初生熊猫幼仔,初生熊猫幼仔,Entity
刻板行为,刻板行为,Entity
动物园,动物园,Habitat
动脉硬化,动脉硬化,Entity
北京附近周口店,北京附近周口店,Place
半岁开始学吃竹子,半岁开始学吃竹子,Behavior
半岁：可自由行走,半岁：可自由行走,Biology
单室胃,单室胃,Biology
厚而粗糙的皮毛,厚而粗糙的皮毛,Biology
发生冲突（发情季节）,发生冲突（发情季节）,Behavior
发生冲突（发情季节）,发生冲突（发情季节）,Entity
口炎,口炎,Entity
只选择竹子最营养的部分,只选择竹子最营养的部分,Behavior
同一区域,同一区域,Habitat
呕吐,呕吐,Entity
呼吸系统,呼吸系统,Biology
四川,四川,Place
四川雅安宝兴县穆坪,四川雅安宝兴县穆坪,Place
四川雅安宝兴县邓池沟,四川雅安宝兴县邓池沟,Place
四肢,四肢,Biology
回避,回避,Behavior
回避,回避,Entity
回避强者,回避强者,Behavior
圈养下采用换仔技术使双胞胎均获得母乳及行为学习机会,圈养下采用换仔技术使双胞胎均获得母乳及行为学习机会,Behavior
圈养大熊猫,圈养大熊猫,Entity
圈养条件,圈养条件,Habitat
坳沟,坳沟,Habitat
垂直迁移,垂直迁移,Behavior
垂直迁移,垂直迁移,Entity
夏季上移高山撵笋觅食,夏季上移高山撵笋觅食,Behavior
夏季上移高山撵笋觅食,夏季上移高山撵笋觅食,Entity
大熊猫,大熊猫,Alias
大熊猫,大熊猫,PandaKind
大熊猫幼仔,大熊猫幼仔,Alias
大熊猫幼仔,大熊猫幼仔,Entity
大熊猫生存环境,大熊猫生存环境,Entity
大熊猫食用的竹类,大熊猫食用的竹类,Entity
大相岭山系,大相岭山系,Habitat
大肠杆菌,大肠杆菌,Disease
大量进食、快速排出,大量进食、快速排出,Behavior
大量进食、快速排出,大量进食、快速排出,Entity
妊娠期83~200余天（特例324天）,妊娠期83~200余天（特例324天）,Biology
始熊猫,始熊猫,Entity
嬉戏,嬉戏,Behavior
学吃竹子,学吃竹子,Behavior
密林,密林,Habitat
将竹叶存在嘴边，积聚到一定数量后再一起吃掉,将竹叶存在嘴边，积聚到一定数量后再一起吃掉,Behavior
小熊猫,小熊猫,Species
小相岭山系,小相岭山系,Habitat
少年大熊猫,少年大熊猫,Alias
尿液,尿液,Biology
山地常绿阔叶林,山地常绿阔叶林,Habitat
山地暗针叶林,山地暗针叶林,Habitat
山地针阔叶混交林,山地针阔叶混交林,Habitat
山村小寨,山村小寨,Place
山腹洼地,山腹洼地,Habitat
山谷,山谷,Habitat
岷山山系,岷山山系,Habitat
川、陕、甘3省的49个县,川、陕、甘3省的49个县,Habitat
巴黎,巴黎,Place
年老病弱个体,年老病弱个体,Alias
幼仔通过不同叫声向母熊猫传递需求（如饥饿、排便、体温不适）,幼仔通过不同叫声向母熊猫传递需求（如饥饿、排便、体温不适）,Behavior
心包炎,心包炎,Entity
快速爬上高大的乔木,快速爬上高大的乔木,Behavior
急性胃肠炎,急性胃肠炎,Entity
恒牙,恒牙,Biology
感冒,感冒,Entity
慢吞吞的行走方式,慢吞吞的行走方式,Entity
成年体长160~180厘米，体重80~120公斤,成年体长160~180厘米，体重80~120公斤,Biology
成年大熊猫,成年大熊猫,Entity
我国西南高山深谷,我国西南高山深谷,Place
打哈欠,打哈欠,Behavior
打盹,打盹,Behavior
扭角羚,扭角羚,Species
抖水,抖水,Behavior
护幼（母亲保护幼崽）,护幼（母亲保护幼崽）,Behavior
提供更多的选择机会,提供更多的选择机会,Behavior
摇晃脑袋,摇晃脑袋,Entity
支气管炎,支气管炎,Entity
改进喂食策略,改进喂食策略,Behavior
新生儿无自主排出大小便能力,新生儿无自主排出大小便能力,Biology
李时珍,李时珍,Person
构建和改变圈养动物的生活环境,构建和改变圈养动物的生活环境,Behavior
林麝,林麝,Species
树上,树上,Habitat
栖息地,栖息地,Entity
栖息地,栖息地,Habitat
栖息地破碎化,栖息地破碎化,Entity
森林,森林,Habitat
毛冠鹿,毛冠鹿,Species
气温低于20摄氏度,气温低于20摄氏度,Other
求适活动,求适活动,Behavior
求适活动,求适活动,Entity
河谷阶地,河谷阶地,Habitat
泌尿系统,泌尿系统,Biology
法国,法国,Place
消化系统,消化系统,Biology
消化速度快,消化速度快,Biology
消化道,消化道,Biology
温凉潮湿,温凉潮湿,Other
温顺,温顺,Behavior
湿度常在80%以上,湿度常在80%以上,Other
溶血性贫血,溶血性贫血,Entity
灌丛,灌丛,Habitat
熊猫犬瘟热病,熊猫犬瘟热病,Entity
爬动,爬动,Behavior
爬树,爬树,Behavior
爬树,爬树,Entity
犬瘟热病毒,犬瘟热病毒,Disease
犬齿,犬齿,Biology
狼,狼,Species
猪,猪,Species
玩耍（圆形器皿）,玩耍（圆形器皿）,Behavior
环境丰容,环境丰容,Behavior
环境丰容,环境丰容,Entity
甘肃,甘肃,Place
甲状腺功能减退,甲状腺功能减退,Entity
病弱老年个体,病弱老年个体,Alias
癫痫病,癫痫病,Entity
白毛,白毛,Biology
盲肠,盲肠,Biology
真菌,真菌,Disease
真菌感染,真菌感染,Entity
眼睛,眼睛,Biology
睁眼,睁眼,Behavior
睡觉,睡觉,Behavior
睡觉,睡觉,Entity
神经系统,神经系统,Biology
秋冬下移到中低山地区,秋冬下移到中低山地区,Behavior
秋冬下移到中低山地区,秋冬下移到中低山地区,Entity
秦岭山系,秦岭山系,Habitat
积雪的地面,积雪的地面,Habitat
空气稀薄,空气稀薄,Other
竹丛,竹丛,Habitat
竹子开花,竹子开花,Biology
竹林,竹林,Habitat
竹类消化利用率低,竹类消化利用率低,Biology
粉色的皮肤,粉色的皮肤,Biology
粪便排出时间（5~13小时）,粪便排出时间（5~13小时）,Biology
糖尿病,糖尿病,Entity
红腹锦鸡,红腹锦鸡,Species
细小病毒,细小病毒,Disease
细小病毒感染,细小病毒感染,Entity
缓坡地形,缓坡地形,Habitat
缩短怀孕期,缩短怀孕期,Behavior
羊,羊,Species
羚牛,羚牛,Species
耳朵,耳朵,Biology
肉垫,肉垫,Biology
肛周腺体,肛周腺体,Biology
肝部病变,肝部病变,Entity
肠扭转,肠扭转,Entity
肠梗阻,肠梗阻,Entity
肩带,肩带,Biology
育幼期间母熊猫用舌头舔幼仔会阴部刺激排便,育幼期间母熊猫用舌头舔幼仔会阴部刺激排便,Behavior
育幼期间母熊猫衔幼仔移动,育幼期间母熊猫衔幼仔移动,Behavior
肺炎,肺炎,Entity
肾炎,肾炎,Entity
肾衰竭,肾衰竭,Entity
胃及十二指肠溃疡,胃及十二指肠溃疡,Entity
腹侧,腹侧,Entity
腹水,腹水,Entity
腹泻,腹泻,Entity
色白而富有弹性和韧性,色白而富有弹性和韧性,Biology
茂密竹林,茂密竹林,Habitat
草甸,草甸,Habitat
营养不良综合征,营养不良综合征,Entity
营养代谢,营养代谢,Biology
营养吸收率（不足17%）,营养吸收率（不足17%）,Biology
蒙面前掌,蒙面前掌,Behavior
薄雾弥漫的竹林,薄雾弥漫的竹林,Habitat
血雉,血雉,Species
行为丰容,行为丰容,Behavior
行为丰容,行为丰容,Entity
行走,行走,Behavior
表现出正常的行为,表现出正常的行为,Behavior
豹,豹,Entity
豹,豹,Species
豺,豺,Entity
豺,豺,Species
过敏,过敏,Entity
进食,进食,Behavior
逃避入侵者,逃避入侵者,Behavior
逃避危险,逃避危险,Behavior
造血系统,造血系统,Biology
邛崃山系,邛崃山系,Habitat
郁郁葱葱的树冠,郁郁葱葱的树冠,Habitat
采食策略,采食策略,Behavior
野外,野外,Habitat
野外双胞胎中母熊猫通常选择性抚育较强个体,野外双胞胎中母熊猫通常选择性抚育较强个体,Behavior
野外大熊猫,野外大熊猫,Entity
金丝猴,金丝猴,Species
金猫,金猫,Entity
金猫,金猫,Species
长江上游,长江上游,Place
阿尔封斯·米勒·爱德华兹,阿尔封斯·米勒·爱德华兹,Entity
阿尔封斯·米勒·爱德华兹,阿尔封斯·米勒·爱德华兹,Person
阿尔芒·戴维神父,阿尔芒·戴维神父,Entity
阿尔芒·戴维神父,阿尔芒·戴维神父,Person
陕西,陕西,Place
雪地,雪地,Habitat
食物在体内停留时间短,食物在体内停留时间短,Biology
香港海洋公园,香港海洋公园,Place
高山,高山,Habitat
高山深谷,高山深谷,Habitat
黄喉貂,黄喉貂,Species
黑白相间的毛,黑白相间的毛,Biology
龋齿,龋齿,Entity
