:START_ID,:END_ID,:TYPE,source_file,evidence
始熊猫,云南禄丰,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】大熊猫历史 - 成都大熊猫繁育研究基地.md,迄今所发现的最古老大熊猫成员——始熊猫的化石出土于我国云南禄丰和元谋两地，地质年代约为800万年前中新世晚期。
始熊猫,云南元谋,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】大熊猫历史 - 成都大熊猫繁育研究基地.md,迄今所发现的最古老大熊猫成员——始熊猫的化石出土于我国云南禄丰和元谋两地，地质年代约为800万年前中新世晚期。
始熊猫,800万年前,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】大熊猫历史 - 成都大熊猫繁育研究基地.md,迄今所发现的最古老大熊猫成员——始熊猫的化石出土于我国云南禄丰和元谋两地，地质年代约为800万年前中新世晚期。
大熊猫,大熊猫,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】大熊猫历史 - 成都大熊猫繁育研究基地.md,《书经》称貔，《毛诗》称白羆（p），《峨眉山志》称貔貅，《兽经》称貉，李时珍的《本草纲目》称貘，等等。
大熊猫,大熊猫,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】大熊猫历史 - 成都大熊猫繁育研究基地.md,《书经》称貔，《毛诗》称白羆（p），《峨眉山志》称貔貅，《兽经》称貉，李时珍的《本草纲目》称貘，等等。
大熊猫,大熊猫,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】大熊猫历史 - 成都大熊猫繁育研究基地.md,《书经》称貔，《毛诗》称白羆（p），《峨眉山志》称貔貅，《兽经》称貉，李时珍的《本草纲目》称貘，等等。
大熊猫,大熊猫,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】大熊猫历史 - 成都大熊猫繁育研究基地.md,《书经》称貔，《毛诗》称白羆（p），《峨眉山志》称貔貅，《兽经》称貉，李时珍的《本草纲目》称貘，等等。
大熊猫,大熊猫,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】大熊猫历史 - 成都大熊猫繁育研究基地.md,《书经》称貔，《毛诗》称白羆（p），《峨眉山志》称貔貅，《兽经》称貉，李时珍的《本草纲目》称貘，等等。
阿尔芒·戴维神父,1869年3月,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】大熊猫历史 - 成都大熊猫繁育研究基地.md,1869年3月，法国博物学家阿尔芒·戴维神父（1826.9.7—1900.11.10），在四川雅安宝兴县的邓池沟（穆坪）教堂附近科学考察时，发现了当地人称为白熊、花熊的踪迹。
阿尔芒·戴维神父,四川雅安宝兴县邓池沟,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】大熊猫历史 - 成都大熊猫繁育研究基地.md,1869年3月，法国博物学家阿尔芒·戴维神父（1826.9.7—1900.11.10），在四川雅安宝兴县的邓池沟（穆坪）教堂附近科学考察时，发现了当地人称为白熊、花熊的踪迹。
