:START_ID,:END_ID,:TYPE,source_file,evidence,category
功仔,Gong Zai,RELATED_TO,D:\panda\docs\熊猫资料\熊猫资料3.md,功仔（外文名：Gong Zai）,熊猫资料
功仔,711,RELATED_TO,D:\panda\docs\熊猫资料\熊猫资料3.md,功仔……雄性大熊猫，谱系号711，2008年7月26日出生于成都大熊猫繁育研究基地，出生体重117克。母亲为大熊猫成功，父亲为野生大熊猫小平平。,熊猫资料
功仔,2008年7月26日,RELATED_TO,D:\panda\docs\熊猫资料\熊猫资料3.md,功仔……2008年7月26日出生于成都大熊猫繁育研究基地,熊猫资料
功仔,成都大熊猫繁育研究基地,RELATED_TO,D:\panda\docs\熊猫资料\熊猫资料3.md,功仔……出生于成都大熊猫繁育研究基地,熊猫资料
功仔,117克,RELATED_TO,D:\panda\docs\熊猫资料\熊猫资料3.md,功仔……出生体重117克,熊猫资料
功仔,《功夫熊猫》主角阿宝的原型,RELATED_TO,D:\panda\docs\熊猫资料\熊猫资料3.md,2008年10月被美国梦工场动画团队选为电影《功夫熊猫》主角阿宝的原型。,熊猫资料
功仔,城城,RELATED_TO,D:\panda\docs\熊猫资料\熊猫资料3.md,2011年8月被泛珠三角区域共同认养并命名为“城城”,熊猫资料
功仔,都江堰熊猫谷,RELATED_TO,D:\panda\docs\熊猫资料\熊猫资料3.md,2011年……成为首批入驻都江堰熊猫谷参与野化过渡研究的大熊猫之一。,熊猫资料
功仔,都江堰熊猫谷,RELATED_TO,D:\panda\docs\熊猫资料\熊猫资料3.md,2012年迁居都江堰熊猫谷,熊猫资料
功仔,成都大熊猫繁育研究基地,RELATED_TO,D:\panda\docs\熊猫资料\熊猫资料3.md,2014年底返回成都基地生活至今。,熊猫资料
功仔,和兴,RELATED_TO,D:\panda\docs\熊猫资料\熊猫资料3.md,拥有和兴、和风、和花、和叶等同母弟妹。,熊猫资料
功仔,和风,RELATED_TO,D:\panda\docs\熊猫资料\熊猫资料3.md,拥有和兴、和风、和花、和叶等同母弟妹。,熊猫资料
