id:ID,name,:LABEL
105克,105克,Biology
1081,1081,Other
1972年,1972年,Biology
1999年11月28日,1999年11月28日,Biology
2013年7月10日,2013年7月10日,Biology
2016年6月23日,2016年6月23日,Biology
2017年7月20日,2017年7月20日,Biology
2024年10月,2024年10月,Other
2024年12月,2024年12月,Behavior
868,868,Other
999,999,Other
上海动物园,上海动物园,Habitat
中国梦,中国梦,Other
二丫头,二丫头,Person
兴兴,兴兴,Entity
勇勇,勇勇,Person
和风,和风,Species
妮可,妮可,Entity
妮妮,妮妮,Person
妮娜,妮娜,Person
成都大熊猫繁育研究基地,成都大熊猫繁育研究基地,Habitat
成都大熊猫繁育研究基地,成都大熊猫繁育研究基地,Place
星光,星光,Entity
星光,星光,Species
星雅,星雅,Person
柏林动物园,柏林动物园,Place
梦圆,梦圆,Person
梦好,梦好,Person
梦想,梦想,Person
梦梦,梦梦,Entity
梦甜,梦甜,Person
美国,美国,Place
都江堰熊猫谷,都江堰熊猫谷,Habitat
雄性,雄性,Biology
雌性,雌性,Biology
风光兄弟,风光兄弟,Alias
风光兄弟,风光兄弟,Entity
