id:ID,name,:LABEL
1063,1063,Other
1106,1106,Other
1119,1119,Other
1298,1298,Other
12个兄弟姐妹,12个兄弟姐妹,Other
1998年8月3日,1998年8月3日,Biology
1998年9月11日,1998年9月11日,Biology
2007年8月6日,2007年8月6日,Other
2008年7月27日,2008年7月27日,Biology
2009年7月19日,2009年7月19日,Biology
2010年10月19日,2010年10月19日,Biology
2010年7月29日,2010年7月29日,Biology
2010年8月24日,2010年8月24日,Biology
2011年,2011年,Other
2013年12月30日,2013年12月30日,Biology
2013年8月22日,2013年8月22日,Other
2013年8月23日,2013年8月23日,Biology
2014年8月10日,2014年8月10日,Other
2014年8月9日,2014年8月9日,Biology
2015年8月9日,2015年8月9日,Biology
2017年11月30日,2017年11月30日,Biology
2017年5月31日,2017年5月31日,Biology
2017年5月31日,2017年5月31日,Other
2017年8月18日,2017年8月18日,Other
2021年,2021年,Other
2021年8月6日,2021年8月6日,Other
2022年7月10日,2022年7月10日,Biology
2022年7月17日,2022年7月17日,Other
2022年7月27日,2022年7月27日,Other
2022年8月14日,2022年8月14日,Biology
2022年8月23日,2022年8月23日,Other
2023年3月24日,2023年3月24日,Biology
2023年7月24日,2023年7月24日,Biology
2023年8月24日,2023年8月24日,Biology
2024年8月10日,2024年8月10日,Biology
2025年3月14日,2025年3月14日,Biology
474,474,Other
477,477,Other
672,672,Other
714,714,Other
761,761,Other
773,773,Other
790,790,Other
800,800,Other
894,894,Other
896,896,Other
929,929,Other
931,931,Other
969,969,Other
Jia Yuan,Jia Yuan,Alias
丁丁,丁丁,Person
丁丁,丁丁,Species
丁肇中,丁肇中,Person
七七,七七,Person
七七,七七,Species
七仔,七仔,Person
中中,中中,Entity
中中,中中,Species
中化农业,中化农业,Person
中华保险集团,中华保险集团,Person
中国,中国,Place
中国大熊猫保护研究中心上海基地,中国大熊猫保护研究中心上海基地,Habitat
中国大熊猫保护研究中心卧龙神树坪基地,中国大熊猫保护研究中心卧龙神树坪基地,Habitat
中国大熊猫保护研究中心卧龙神树坪基地,中国大熊猫保护研究中心卧龙神树坪基地,Place
中国大熊猫保护研究中心卧龙神树坪基地（中华大熊猫苑）,中国大熊猫保护研究中心卧龙神树坪基地（中华大熊猫苑）,Place
中国大熊猫保护研究中心核桃坪野化培训基地,中国大熊猫保护研究中心核桃坪野化培训基地,Habitat
中国大熊猫保护研究中心都江堰基地,中国大熊猫保护研究中心都江堰基地,Habitat
中国大熊猫保护研究中心雅安碧峰峡基地,中国大熊猫保护研究中心雅安碧峰峡基地,Habitat
丽丽,丽丽,Person
丽丽,丽丽,Species
乐乐,乐乐,Alias
二顺,二顺,Person
优优,优优,Entity
优优,优优,Person
倩宝,倩宝,Entity
傲傲,傲傲,Species
公主,公主,Entity
公主,公主,Person
具有镜头感,具有镜头感,Behavior
冰华,冰华,Entity
冰华,冰华,Person
冷冻精液人工授精幼仔,冷冻精液人工授精幼仔,Biology
刘中,刘中,Person
勇勇,勇勇,Person
北京动物园亚运馆,北京动物园亚运馆,Habitat
半半,半半,Person
华宝,华宝,Entity
华宝初次见面会,华宝初次见面会,Other
卧龙神树坪基地,卧龙神树坪基地,Habitat
友友,友友,Person
双胞胎,双胞胎,Biology
发发,发发,Entity
古古,古古,Person
可口可乐公司,可口可乐公司,Person
唐唐,唐唐,Person
啃脚动作,啃脚动作,Behavior
喀秋莎,喀秋莎,Alias
喀秋莎,喀秋莎,Entity
四川,四川,Place
四川省眉山市洪雅县瓦屋山镇长河村,四川省眉山市洪雅县瓦屋山镇长河村,Place
园园,园园,Person
大地,大地,Person
奇宝,奇宝,Person
奇珍,奇珍,Person
奇颖,奇颖,Person
奶发,奶发,Alias
好奇,好奇,Entity
如意,如意,Species
娅老二,娅老二,Person
娜娜,娜娜,Person
婷婷,婷婷,Person
宁宁,宁宁,Entity
安宝,安宝,Entity
安徽休宁大熊猫生态公园,安徽休宁大熊猫生态公园,Habitat
安阳人民公园熊猫馆,安阳人民公园熊猫馆,Habitat
宝乐,宝乐,Species
家和,家和,Entity
家和,家和,Person
家园,家园,Entity
家欣,家欣,Species
家美,家美,Entity
家美,家美,Person
小七,小七,Alias
展示群体,展示群体,Entity
山东威海刘公岛国家森林公园,山东威海刘公岛国家森林公园,Habitat
山虎,山虎,Entity
山虎,山虎,Person
山虎,山虎,Species
广州动物园,广州动物园,Habitat
广州长隆野生动物世界,广州长隆野生动物世界,Habitat
张卡,张卡,Species
张卡2017仔,张卡2017仔,Species
张安安,张安安,Alias
张想,张想,Species
张梦,张梦,Species
徒手掰断竹子而非用牙咬,徒手掰断竹子而非用牙咬,Behavior
性格活泼,性格活泼,Behavior
悦悦,悦悦,Entity
成都大熊猫繁育基地,成都大熊猫繁育基地,Habitat
成都大熊猫繁育研究基地,成都大熊猫繁育研究基地,Habitat
成都大熊猫繁育研究基地罗家沟救护中心,成都大熊猫繁育研究基地罗家沟救护中心,Habitat
成都熊猫基地,成都熊猫基地,Habitat
抖臀,抖臀,Behavior
文文,文文,Person
文禹,文禹,Person
文莉,文莉,Entity
新妮儿,新妮儿,Person
新春主题丰容活动,新春主题丰容活动,Behavior
春丽迈,春丽迈,Alias
春晓,春晓,Person
晔晔,晔晔,Person
月月,月月,Person
朵朵,朵朵,Person
杭州野生动物世界,杭州野生动物世界,Habitat
林楠,林楠,Person
树宝,树宝,Person
核桃坪基地,核桃坪基地,Habitat
核桃坪野化培训基地,核桃坪野化培训基地,Habitat
格格,格格,Person
格格,格格,Species
栾川旅游推广大使,栾川旅游推广大使,Other
桃苏,桃苏,Person
武雯,武雯,Person
武雯,武雯,Species
沈阳森林动物园,沈阳森林动物园,Habitat
沈阳森林动物园,沈阳森林动物园,Place
沈阳森林野生动物园,沈阳森林野生动物园,Habitat
沛华集团,沛华集团,Person
沛沛,沛沛,Entity
河南卫视《2024清明奇妙游》,河南卫视《2024清明奇妙游》,Place
河南栾川竹海野生动物园,河南栾川竹海野生动物园,Habitat
浦发银行,浦发银行,Person
浦浦,浦浦,Person
满满,满满,Person
灵岩,灵岩,Entity
灵灵,灵灵,Person
