id:ID,name,:LABEL
1-1.5岁,1-1.5岁,Other
1-3天,1-3天,Other
1/900,1/900,Other
10-12小时,10-12小时,Other
10-16小时,10-16小时,Other
100-150克,100-150克,Other
12-38公斤,12-38公斤,Other
1岁左右,1岁左右,Other
1次,1次,Other
22岁,22岁,Other
70-80岁,70-80岁,Other
伪拇指,伪拇指,Biology
伪拇指,伪拇指,Entity
圈养大熊猫幼崽,圈养大熊猫幼崽,Entity
大熊猫,大熊猫,PandaKind
大熊猫幼崽,大熊猫幼崽,Entity
头骨和下颌肌肉强化,头骨和下颌肌肉强化,Biology
嫩叶,嫩叶,Other
延迟着床,延迟着床,Biology
强壮的咀嚼肌和牙齿,强壮的咀嚼肌和牙齿,Biology
抓握竹子,抓握竹子,Behavior
无法完全分解竹子纤维,无法完全分解竹子纤维,Biology
消化系统调整,消化系统调整,Biology
特殊肠道菌群（能分解纤维素）,特殊肠道菌群（能分解纤维素）,Biology
短妊娠期,短妊娠期,Biology
竹子残渣,竹子残渣,Biology
竹笋,竹笋,Other
肌肉放松或体温调节,肌肉放松或体温调节,Biology
腕骨特化形成的第六指,腕骨特化形成的第六指,Biology
野生大熊猫幼崽,野生大熊猫幼崽,Entity
