id:ID,name,:LABEL
1983年,1983年,Other
1989年,1989年,Other
1999年8月21日,1999年8月21日,Other
2009年,2009年,Other
2011年12月4日,2011年12月4日,Other
2020年9月9日,2020年9月9日,Other
2022年11月19日,2022年11月19日,Other
374,374,Other
397,397,Other
487,487,Other
860,860,Other
Hua Mei,Hua Mei,Alias
中国保护大熊猫研究中心雅安碧峰峡基地,中国保护大熊猫研究中心雅安碧峰峡基地,Habitat
中国大熊猫保护研究中心卧龙基地,中国大熊猫保护研究中心卧龙基地,Habitat
中国大熊猫保护研究中心核桃坪野化培训基地,中国大熊猫保护研究中心核桃坪野化培训基地,Habitat
中国大熊猫保护研究中心都江堰基地,中国大熊猫保护研究中心都江堰基地,Habitat
乔乔,乔乔,Entity
乔伊,乔伊,Species
乔林,乔林,Species
乔森,乔森,Species
乔良,乔良,Species
云子,云子,Species
伟伟,伟伟,Species
传奇母亲,传奇母亲,Other
华奥,华奥,Species
华美,华美,Entity
华荣,华荣,Species
华龙,华龙,Species
卧龙自然保护区,卧龙自然保护区,Habitat
台北动物园,台北动物园,Habitat
合肥逍遥津公园,合肥逍遥津公园,Habitat
嘉嘉,嘉嘉,Species
四姑娘山景区,四姑娘山景区,Habitat
四川宝兴野外,四川宝兴野外,Habitat
四川省凉山州雷波县野外,四川省凉山州雷波县野外,Habitat
团团,团团,Entity
团团,团团,Species
园欣,园欣,Species
圆圆,圆圆,Species
壹壹,壹壹,Species
大仔,大仔,Species
天台山,天台山,Habitat
天台山野外引种项目,天台山野外引种项目,Habitat
娥眉,娥眉,Species
婷婷,婷婷,Species
小礼物,小礼物,Species
春雨,春雨,Species
永巴,永巴,Entity
沪宝,沪宝,Species
深圳野生动物园,深圳野生动物园,Habitat
玖玖,玖玖,Species
珍珍,珍珍,Species
白云,白云,Species
盟盟,盟盟,Species
石石,石石,Species
破羊水,破羊水,Biology
福妮,福妮,Species
福娃,福娃,Species
约1983年,约1983年,Other
约2009年,约2009年,Other
美国圣地亚哥动物园,美国圣地亚哥动物园,Habitat
美灵,美灵,Species
美生,美生,Species
苏琳,苏琳,Species
草草,草草,Species
蕊蕊,蕊蕊,Species
野外,野外,Habitat
金嘟嘟,金嘟嘟,Species
阳虎,阳虎,Species
雅安碧峰峡基地,雅安碧峰峡基地,Habitat
雌性,雌性,Biology
雷雷,雷雷,Entity
