id:ID,name,:LABEL
117克,117克,Other
152.8克,152.8克,Other
153只,153只,Other
160.5克,160.5克,Other
162.6克,162.6克,Other
1982年8月,1982年8月,Other
1985年9月24日,1985年9月24日,Other
1992年12月31日,1992年12月31日,Other
1997年8月25日,1997年8月25日,Other
1998年7月22日,1998年7月22日,Other
1999年11月5日,1999年11月5日,Other
2000年12月6日,2000年12月6日,Other
2002年,2002年,Other
2002年12月5日,2002年12月5日,Other
2003年9月,2003年9月,Other
2006年,2006年,Other
2007年3月26日,2007年3月26日,Other
2008年7月26日,2008年7月26日,Other
2009年7月19日,2009年7月19日,Other
2011年11月5日,2011年11月5日,Other
2011年8月,2011年8月,Other
2011年8月15日,2011年8月15日,Other
2012年10月,2012年10月,Other
2012年3月6日,2012年3月6日,Other
2012年7月28日,2012年7月28日,Other
2012年9月4日,2012年9月4日,Other
2013年,2013年,Other
2013年7月23日,2013年7月23日,Other
2014年,2014年,Other
2014年8月3日,2014年8月3日,Other
2014年底,2014年底,Other
2015年,2015年,Other
2015年底,2015年底,Other
2016年3月,2016年3月,Other
2016年5月29日,2016年5月29日,Other
2016年8月9日,2016年8月9日,Other
2016年9月18日,2016年9月18日,Other
2016年9月26日,2016年9月26日,Other
2016年9月28日,2016年9月28日,Other
2017年12月19日,2017年12月19日,Other
2017年4月6日,2017年4月6日,Other
2017年6月12日,2017年6月12日,Other
2017年6月27日,2017年6月27日,Other
2017年9月13日,2017年9月13日,Other
2018年12月6日,2018年12月6日,Other
2019年1月,2019年1月,Other
2019年6月11日,2019年6月11日,Other
2020年10月21日,2020年10月21日,Other
2020年12月8日13时25分,2020年12月8日13时25分,Other
2020年6月5日13时06分,2020年6月5日13时06分,Other
2020年7月4日,2020年7月4日,Other
2020年8月,2020年8月,Other
2020年8月21日,2020年8月21日,Other
2021年9月2日20时20分,2021年9月2日20时20分,Other
2022年2月15日,2022年2月15日,Other
2022年5月,2022年5月,Other
2022年9月13日,2022年9月13日,Other
2022年9月18日2时30分,2022年9月18日2时30分,Other
2023年10月12日,2023年10月12日,Other
2023年11月8日,2023年11月8日,Other
2023年12月7日,2023年12月7日,Other
2023年2月21日,2023年2月21日,Other
2023年5月29日,2023年5月29日,Other
2023年7月7日,2023年7月7日,Other
2024年10月13日,2024年10月13日,Other
2024年1月,2024年1月,Other
2024年1月4日,2024年1月4日,Other
2024年6月12日,2024年6月12日,Other
2024年7月7日,2024年7月7日,Other
2024年9月,2024年9月,Other
2025年7月7日,2025年7月7日,Other
2025年9月,2025年9月,Other
2026冬,2026冬,Other
2026年冬,2026年冬,Other
219克,219克,Other
600亿日元,600亿日元,Other
90公斤,90公斤,Other
不明动物攻击,不明动物攻击,Other
严重脱水,严重脱水,Other
中国大熊猫保护研究中心核桃坪野化培训基地,中国大熊猫保护研究中心核桃坪野化培训基地,Place
中国大熊猫保护研究中心神树坪基地,中国大熊猫保护研究中心神树坪基地,Place
中国大熊猫保护研究中心都江堰基地,中国大熊猫保护研究中心都江堰基地,Place
举高高动作,举高高动作,Behavior
乐乐,乐乐,Species
体型偏小,体型偏小,Biology
内蒙古鄂尔多斯野生动物园,内蒙古鄂尔多斯野生动物园,Place
加拿大,加拿大,Place
加拿大温尼伯动物园,加拿大温尼伯动物园,Place
北京动物园,北京动物园,Place
史密森学会国家动物园,史密森学会国家动物园,Place
后肢脚趾缺失,后肢脚趾缺失,Biology
呕吐物误吸入肺,呕吐物误吸入肺,Other
周恩来总理,周恩来总理,Person
和兴,和兴,Species
和花,和花,Species
和风,和风,Species
啃食皂角,啃食皂角,Behavior
四川,四川,Place
四川宝兴野外,四川宝兴野外,Place
四川成都双流国际机场,四川成都双流国际机场,Place
四川箭竹林,四川箭竹林,Habitat
大熊猫,大熊猫,Alias
大熊猫,大熊猫,PandaKind
大熊猫,大熊猫,Species
大相岭野化放归研究基地,大相岭野化放归研究基地,Place
子宫感染,子宫感染,Disease
小小,小小,Species
川星,川星,Species
帕特·尼克松,帕特·尼克松,Person
广州动物园,广州动物园,Place
急性出血性肠炎,急性出血性肠炎,Disease
成都动物园,成都动物园,Place
成都基地,成都基地,Place
成都大熊猫繁育研究基地,成都大熊猫繁育研究基地,Place
成都大熊猫繁育研究基地月亮产房,成都大熊猫繁育研究基地月亮产房,Place
攀树,攀树,Behavior
新冠疫情,新冠疫情,Other
新星,新星,Entity
日本上野动物园,日本上野动物园,Place
杭州动物园,杭州动物园,Place
柏林动物园,柏林动物园,Place
栗子坪野化训练场,栗子坪野化训练场,Place
汶川地震,汶川地震,Other
消化功能紊乱,消化功能紊乱,Disease
消化道广泛出血,消化道广泛出血,Disease
灵灵,灵灵,Species
独立寻找水源,独立寻找水源,Behavior
琼琼,琼琼,Alias
福州动物园,福州动物园,Place
竹类开花食物短缺,竹类开花食物短缺,Other
细窄肩带,细窄肩带,Biology
继发感染,继发感染,Disease
美国,美国,Place
美国亚特兰大动物园,美国亚特兰大动物园,Place
美国华盛顿国家动物园,美国华盛顿国家动物园,Place
美国梦工场动画团队,美国梦工场动画团队,Person
聪聪,聪聪,Species
肝发育异常,肝发育异常,Disease
肾发育异常,肾发育异常,Disease
胃功能衰竭,胃功能衰竭,Disease
胰腺水肿,胰腺水肿,Disease
胰腺炎,胰腺炎,Disease
脓毒败血症,脓毒败血症,Disease
航空限制,航空限制,Other
蓬蓬脸,蓬蓬脸,Biology
蓬蓬脸外形,蓬蓬脸外形,Biology
蜀庆,蜀庆,Species
败血症,败血症,Disease
越狱卡头,越狱卡头,Behavior
迪普根,迪普根,Person
都江堰熊猫谷,都江堰熊猫谷,Place
都江堰繁育野放研究中心,都江堰繁育野放研究中心,Place
采食天然竹子,采食天然竹子,Behavior
重庆动物园,重庆动物园,Place
钓猫训练,钓猫训练,Behavior
长沙动物园,长沙动物园,Place
长睫毛,长睫毛,Biology
雅安碧峰峡基地,雅安碧峰峡基地,Place
韩国爱宝乐园,韩国爱宝乐园,Place
鼻梁双黑点,鼻梁双黑点,Biology
鼻部黑色竖线,鼻部黑色竖线,Biology
