:START_ID,:END_ID,:TYPE,source_file,evidence,category
大熊猫,熊科,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,现代分子生物学（DNA测序）明确将大熊猫归入**熊科（Ursidae）**，是其下的一个独立亚科（大熊猫亚科）。,熊猫谣言
大熊猫,2000万年前,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫与熊科其他成员（如棕熊、黑熊）的共同祖先生活在约2000万年前,熊猫谣言
大熊猫,伪拇指,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,发展出伪拇指（抓握竹子）、头骨和下颌肌肉强化（研磨竹子）、消化系统调整（肠道菌群适应纤维素分解）。,熊猫谣言
大熊猫,300万年,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,其基因组研究表明，大熊猫在过去300万年中经历了多次种群扩张和收缩，并非停滞。,熊猫谣言
大熊猫,双重伪装假说,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,2021年一项研究（Caro et al.）提出“双重伪装假说”：白色有助于在雪地中隐藏，黑色有助于在森林阴影中隐藏。,熊猫谣言
大熊猫,黄喉貂,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫有天敌：豺、豹、黄喉貂等，尤其对幼崽构成威胁。,熊猫谣言
大熊猫,100-150克,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫幼崽确实很小（约100-150克，是母体的1/900），这是熊科动物的普遍特征（延迟着床、短妊娠期）。,熊猫谣言
大熊猫,1/900,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫幼崽确实很小（约100-150克，是母体的1/900），这是熊科动物的普遍特征（延迟着床、短妊娠期）。,熊猫谣言
圈养大熊猫,90%,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,圈养环境下通过人工辅助育幼（轮换、保温、喂养），幼崽存活率已超过90%。,熊猫谣言
大熊猫,竹子,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫以竹子为主食已有数百万年历史，其消化系统已适应：拥有特殊的肠道菌群（能分解纤维素）、强壮的咀嚼肌和牙齿。,熊猫谣言
大熊猫,12-38公斤,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,它们每天摄入大量竹子（12-38公斤），通过选择性食用高营养部位（竹笋、嫩叶）和大量进食来满足能量需求。,熊猫谣言
大熊猫,700万年前,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,化石证据显示，大熊猫的祖先（如始熊猫）在约700万年前就开始转向植食性，200万年前已高度依赖竹子。,熊猫谣言
大熊猫,200万年前,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,化石证据显示，大熊猫的祖先（如始熊猫）在约700万年前就开始转向植食性，200万年前已高度依赖竹子。,熊猫谣言
大熊猫,1次,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫自然繁殖率低是长期进化结果：每年仅发情1次（春季），发情期极短（1-3天），且雌性常出现假发情。,熊猫谣言
大熊猫,1-3天,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫自然繁殖率低是长期进化结果：每年仅发情1次（春季），发情期极短（1-3天），且雌性常出现假发情。,熊猫谣言
正规大熊猫基地,数百平方米,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,所有正规大熊猫基地的笼舍设计有严格标准，包括：室内外活动场（面积通常数百平方米）、模拟自然环境的栖架、水池、洞穴、恒温空调（夏季26℃以下，冬季10℃以上）。,熊猫谣言
中国大熊猫野化放归项目,母兽带崽,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,中国从2003年开始实施大熊猫野化放归项目，采用“母兽带崽”的野化培训方法——让圈养母熊猫在模拟野外环境中教会幼崽生存技能（觅食、避敌、识别同类等）。,熊猫谣言
中国大熊猫野化放归项目,11只,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,截至2023年，已成功放归11只大熊猫（如“淘淘”“华妍”“张想”等），其中多只在野外存活超过5年，并建立了自己的领地。,熊猫谣言
中国大熊猫野化放归项目,5年,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,截至2023年，已成功放归11只大熊猫（如“淘淘”“华妍”“张想”等），其中多只在野外存活超过5年，并建立了自己的领地。,熊猫谣言
大熊猫,易危,IUCN,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,世界自然保护联盟（IUCN）在2016年已将大熊猫从“濒危”降级为“易危”。截至2023年，野生大熊猫数量约1800只，圈养约600只。,熊猫谣言
大熊猫,1800只,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,截至2023年，野生大熊猫数量约1800只，圈养约600只。,熊猫谣言
大熊猫,600只,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,截至2023年，野生大熊猫数量约1800只，圈养约600只。,熊猫谣言
大熊猫,四川,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,野生大熊猫分布于四川、陕西和甘肃的山区，包括秦岭、岷山、邛崃山、凉山等山系。,熊猫谣言
大熊猫,陕西,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,野生大熊猫分布于四川、陕西和甘肃的山区，包括秦岭、岷山、邛崃山、凉山等山系。,熊猫谣言
大熊猫,甘肃,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,野生大熊猫分布于四川、陕西和甘肃的山区，包括秦岭、岷山、邛崃山、凉山等山系。,熊猫谣言
大熊猫,秦岭亚种,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,陕西秦岭亚种（棕色大熊猫）与四川亚种有差异，体型略大、毛色偏棕。,熊猫谣言
大熊猫,抓握竹子,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,伪拇指是腕骨特化形成的第六指，专门用于抓握竹子。虽然结构简单，但配合其他手指，能灵巧地剥竹皮、折竹茎。,熊猫谣言
大熊猫,10-12小时,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫每天睡眠约10-12小时，其余时间主要进食和活动。,熊猫谣言
大熊猫,棕熊,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫的咬合力极强（与棕熊相当），不可轻视。,熊猫谣言
正规大熊猫基地,遗传管理计划,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,所有正规大熊猫基地都有严格的**遗传管理计划**。每只大熊猫都有谱系记录，繁殖前会计算亲缘系数（避免近亲交配）。,熊猫谣言
正规大熊猫基地,交换个体,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,通过交换个体（不同基地间借配）、使用冷冻精液（来自不同种群的雄性）维持遗传多样性。,熊猫谣言
正规大熊猫基地,冷冻精液,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,通过交换个体（不同基地间借配）、使用冷冻精液（来自不同种群的雄性）维持遗传多样性。,熊猫谣言
大熊猫,熊科,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,现代分子生物学（DNA测序）明确将大熊猫归入熊科（Ursidae），是其下的一个独立亚科（大熊猫亚科）。,熊猫谣言
大熊猫,棕熊,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫与熊科其他成员（如棕熊、黑熊）的共同祖先生活在约2000万年前，而与小熊猫（浣熊科）的亲缘关系更远。,熊猫谣言
大熊猫,黑熊,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫与熊科其他成员（如棕熊、黑熊）的共同祖先生活在约2000万年前，而与小熊猫（浣熊科）的亲缘关系更远。,熊猫谣言
大熊猫,小熊猫,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫与熊科其他成员（如棕熊、黑熊）的共同祖先生活在约2000万年前，而与小熊猫（浣熊科）的亲缘关系更远。,熊猫谣言
大熊猫,伪拇指,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫在进化中发生了显著适应变化：发展出伪拇指（抓握竹子）、头骨和下颌肌肉强化（研磨竹子）、消化系统调整（肠道菌群适应纤维素分解）。,熊猫谣言
大熊猫,强化的头骨和下颌肌肉,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫在进化中发生了显著适应变化：发展出伪拇指（抓握竹子）、头骨和下颌肌肉强化（研磨竹子）、消化系统调整（肠道菌群适应纤维素分解）。,熊猫谣言
大熊猫,适应纤维素分解的肠道菌群,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫在进化中发生了显著适应变化：发展出伪拇指（抓握竹子）、头骨和下颌肌肉强化（研磨竹子）、消化系统调整（肠道菌群适应纤维素分解）。,熊猫谣言
大熊猫毛色,白色,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,2021年一项研究（Caro et al.）提出“双重伪装假说”：白色有助于在雪地中隐藏，黑色有助于在森林阴影中隐藏。,熊猫谣言
大熊猫毛色,黑色,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,2021年一项研究（Caro et al.）提出“双重伪装假说”：白色有助于在雪地中隐藏，黑色有助于在森林阴影中隐藏。,熊猫谣言
大熊猫幼崽,黄喉貂,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫有天敌：豺、豹、黄喉貂等，尤其对幼崽构成威胁。,熊猫谣言
大熊猫幼崽,100-150克,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫幼崽确实很小（约100-150克，是母体的1/900），这是熊科动物的普遍特征（延迟着床、短妊娠期）。,熊猫谣言
大熊猫,熊科动物,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫幼崽确实很小（约100-150克，是母体的1/900），这是熊科动物的普遍特征（延迟着床、短妊娠期）。,熊猫谣言
大熊猫,能分解纤维素的肠道菌群,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫以竹子为主食已有数百万年历史，其消化系统已适应：拥有特殊的肠道菌群（能分解纤维素）、强壮的咀嚼肌和牙齿。,熊猫谣言
大熊猫,强壮的咀嚼肌和牙齿,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫以竹子为主食已有数百万年历史，其消化系统已适应：拥有特殊的肠道菌群（能分解纤维素）、强壮的咀嚼肌和牙齿。,熊猫谣言
大熊猫,始熊猫,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,化石证据显示，大熊猫的祖先（如始熊猫）在约700万年前就开始转向植食性，200万年前已高度依赖竹子。,熊猫谣言
大熊猫,700万年前,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,化石证据显示，大熊猫的祖先（如始熊猫）在约700万年前就开始转向植食性，200万年前已高度依赖竹子。,熊猫谣言
大熊猫,200万年前,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,化石证据显示，大熊猫的祖先（如始熊猫）在约700万年前就开始转向植食性，200万年前已高度依赖竹子。,熊猫谣言
大熊猫,腕骨特化形成的第六指,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,伪拇指是腕骨特化形成的第六指，专门用于抓握竹子。,熊猫谣言
大熊猫,抓握竹子,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,伪拇指是腕骨特化形成的第六指，专门用于抓握竹子。,熊猫谣言
健康检查或科研过程,大熊猫,1_2,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫在健康检查、疾病诊断或科研时需要采血，但频率极低（通常每年1-2次），且采血量控制在安全范围内（一般不超过总血量的1%）。,熊猫谣言
大熊猫,采血操作,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,所有采血操作需经动物伦理委员会批准，由经验丰富的兽医执行。,熊猫谣言
大熊猫,中国大熊猫保护研究中心,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,中国大熊猫保护研究中心多次公开声明，从未发生因采血导致死亡的事件。,熊猫谣言
大熊猫,10-12小时,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫每天睡眠约10-12小时，其余时间主要进食和活动。,熊猫谣言
大熊猫,进食,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,由于竹子能量低，它们需要长时间进食（每天10-16小时），但并非一直睡觉。,熊猫谣言
大熊猫,觅食,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫的活动包括：觅食、移动、社交（发情期）、玩耍（幼崽）等。,熊猫谣言
大熊猫,移动,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫的活动包括：觅食、移动、社交（发情期）、玩耍（幼崽）等。,熊猫谣言
大熊猫,社交,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫的活动包括：觅食、移动、社交（发情期）、玩耍（幼崽）等。,熊猫谣言
大熊猫,玩耍,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫的活动包括：觅食、移动、社交（发情期）、玩耍（幼崽）等。,熊猫谣言
大熊猫,护崽,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫是熊类，具有领地意识和攻击性。尤其在护崽、受惊或发情期，可能主动攻击人类。,熊猫谣言
大熊猫,受惊,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫是熊类，具有领地意识和攻击性。尤其在护崽、受惊或发情期，可能主动攻击人类。,熊猫谣言
大熊猫,发情期,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫是熊类，具有领地意识和攻击性。尤其在护崽、受惊或发情期，可能主动攻击人类。,熊猫谣言
大熊猫,黄喉貂,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫有天敌：豺、豹、黄喉貂等，尤其对幼崽威胁大。,熊猫谣言
大熊猫,四川,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,野生大熊猫分布于四川、陕西和甘肃的山区，包括秦岭、岷山、邛崃山、凉山等山系。,熊猫谣言
大熊猫,陕西,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,野生大熊猫分布于四川、陕西和甘肃的山区，包括秦岭、岷山、邛崃山、凉山等山系。,熊猫谣言
大熊猫,甘肃,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,野生大熊猫分布于四川、陕西和甘肃的山区，包括秦岭、岷山、邛崃山、凉山等山系。,熊猫谣言
大熊猫,秦岭,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,野生大熊猫分布于四川、陕西和甘肃的山区，包括秦岭、岷山、邛崃山、凉山等山系。,熊猫谣言
大熊猫,岷山,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,野生大熊猫分布于四川、陕西和甘肃的山区，包括秦岭、岷山、邛崃山、凉山等山系。,熊猫谣言
大熊猫,邛崃山,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,野生大熊猫分布于四川、陕西和甘肃的山区，包括秦岭、岷山、邛崃山、凉山等山系。,熊猫谣言
大熊猫,凉山,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,野生大熊猫分布于四川、陕西和甘肃的山区，包括秦岭、岷山、邛崃山、凉山等山系。,熊猫谣言
大熊猫基地,政府拨款,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫基地的主要收入来自政府拨款和科研合作，门票收入占比很小。,熊猫谣言
大熊猫基地,科研合作,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫基地的主要收入来自政府拨款和科研合作，门票收入占比很小。,熊猫谣言
大熊猫基地,门票收入,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫基地的主要收入来自政府拨款和科研合作，门票收入占比很小。,熊猫谣言
大熊猫基地,保护,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,所有资金用于保护、科研和饲养。,熊猫谣言
大熊猫基地,科研,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,所有资金用于保护、科研和饲养。,熊猫谣言
大熊猫基地,饲养,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,所有资金用于保护、科研和饲养。,熊猫谣言
大熊猫,腕骨特化,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,伪拇指是腕骨特化形成的第六指，专门用于抓握竹子。,熊猫谣言
大熊猫,第六指,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,伪拇指是腕骨特化形成的第六指，专门用于抓握竹子。,熊猫谣言
大熊猫,抓握竹子,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,伪拇指是腕骨特化形成的第六指，专门用于抓握竹子。,熊猫谣言
大熊猫,剥竹皮,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,虽然结构简单，但配合其他手指，能灵巧地剥竹皮、折竹茎。,熊猫谣言
大熊猫,折竹茎,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,虽然结构简单，但配合其他手指，能灵巧地剥竹皮、折竹茎。,熊猫谣言
大熊猫,适应食竹生活的进化特征,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,这是典型的适应食竹生活的进化特征，并非缺陷。,熊猫谣言
四川成都、攀枝花等地警方,2024-2025年,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,案件背景：2024-2025年，四川成都、攀枝花等地警方先后破获多起编造“大熊猫被虐待”的网络谣言案件。,熊猫谣言
白某某、徐某等犯罪分子,短视频,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,犯罪分子白某某、徐某等人通过短视频、直播等方式散布不实信息，引发广泛关注。,熊猫谣言
白某某、徐某等犯罪分子,直播,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,犯罪分子白某某、徐某等人通过短视频、直播等方式散布不实信息，引发广泛关注。,熊猫谣言
造谣者,直播打赏,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,这些造谣者通过直播打赏、流量变现、收取“粉丝”捐款等方式非法获利近20万元。,熊猫谣言
造谣者,流量变现,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,这些造谣者通过直播打赏、流量变现、收取“粉丝”捐款等方式非法获利近20万元。,熊猫谣言
造谣者,收取粉丝捐款,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,这些造谣者通过直播打赏、流量变现、收取“粉丝”捐款等方式非法获利近20万元。,熊猫谣言
大熊猫宝力,竹子残渣,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,网传“宝力”臀部流出“白线虫”实际上是竹子残渣，属于正常生理现象。,熊猫谣言
大熊猫,无法完全分解竹子纤维,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫的消化系统无法完全分解竹子纤维，排泄物中残留竹子残渣是正常现象。,熊猫谣言
大熊猫,肌肉放松,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫在休息或进食后可能出现身体轻微抖动，这通常是肌肉放松或体温调节的正常表现，并非疾病或虐待所致。,熊猫谣言
大熊猫,体温调节,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,大熊猫在休息或进食后可能出现身体轻微抖动，这通常是肌肉放松或体温调节的正常表现，并非疾病或虐待所致。,熊猫谣言
中国大熊猫保护研究中心,大熊猫,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,“美香”一家回国后按照规范进行隔离检疫和适应期管理，这是所有归国大熊猫的标准流程，旨在确保大熊猫适应新环境、监测健康状况。,熊猫谣言
饲养团队,大熊猫,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,隔离期间，饲养团队会对大熊猫进行全面的健康检查，并根据其年龄、身体状况制定个性化的饲养方案。,熊猫谣言
中国大熊猫保护研究中心,大熊猫,RELATED_TO,D:\panda\docs\熊猫谣言\大熊猫辟谣汇总_仅辟谣.md,归国大熊猫均得到专业照料。,熊猫谣言
