id:ID,name,:LABEL
10~14kg,10~14kg,Behavior
10多个小时,10多个小时,Behavior
10多个小时或更多,10多个小时或更多,Behavior
10毫米,10毫米,Other
10毫米,10毫米,Person
1200～1800mm,1200～1800mm,Person
120克,120克,Other
12属、60多种,12属、60多种,Other
12属、60多种,12属、60多种,Treatment
1600米至3500米,1600米至3500米,Alias
1600米至3500米,1600米至3500米,Other
160~180厘米,160~180厘米,Other
17kg,17kg,Behavior
18--20岁,18--20岁,Other
180kg,180kg,Person
1864只,1864只,Other
1864只,1864只,Person
1869年,1869年,Other
1869年3月,1869年3月,Treatment
1869年4月1日,1869年4月1日,Treatment
1869年《巴黎自然历史博物馆之新文档》第五卷,1869年《巴黎自然历史博物馆之新文档》第五卷,Treatment
1978年,1978年,Other
1:1,1:1,Disease
1~2公斤,1~2公斤,Other
1~3岁,1~3岁,Other
1年,1年,Treatment
1次,1次,Disease
20°以下的缓坡,20°以下的缓坡,Habitat
20以下的缓坡地形,20以下的缓坡地形,Other
20公斤,20公斤,Behavior
215只,215只,Other
215只,215只,Person
225克,225克,Other
23~40kg,23~40kg,Behavior
24小时,24小时,Treatment
258万公顷,258万公顷,Habitat
258万公顷,258万公顷,Other
27个,27个,Place
2~3天,2~3天,Disease
2~3天,2~3天,Other
2~4个小时,2~4个小时,Other
2~4小时,2~4小时,Disease
2~5只,2~5只,Disease
2~5只,2~5只,Other
324天,324天,Other
33.2%,33.2%,Other
3~5月,3~5月,Disease
3~5月,3~5月,Other
3省49县,3省49县,Place
42.8克,42.8克,Other
46.2%,46.2%,Other
46.2%的栖息地、33.2%的种群,46.2%的栖息地、33.2%的种群,Habitat
49个县,49个县,Place
51克,51克,Other
5mm,5mm,Other
5~13个小时,5~13个小时,Other
5岁左右,5岁左右,Disease
5岁左右,5岁左右,Other
633只,633只,Other
633只,633只,Person
67个,67个,Other
67个,67个,Place
6岁左右,6岁左右,Disease
6岁左右,6岁左右,Other
700m–3500m,700m–3500m,Habitat
700m到3500m,700m到3500m,Other
75%,75%,Other
75%,75%,Person
7~9月,7~9月,Disease
7~9月,7~9月,Other
80%,80%,Treatment
80%以上,80%以上,Other
800万年,800万年,Other
800万年前,800万年前,Treatment
800万年前中新世晚期,800万年前中新世晚期,Other
80~120公斤,80~120公斤,Other
80~150公斤,80~150公斤,Other
80～120kg,80～120kg,Person
83~200余天,83~200余天,Other
83~200余天；特例324天,83~200余天；特例324天,Disease
99％的食物都是竹子,99％的食物都是竹子,Other
一个月龄幼仔,一个月龄幼仔,Entity
一只雄性可交配多只雌性，且一只雌性可接受多只雄性交配,一只雄性可交配多只雌性，且一只雌性可接受多只雄性交配,Disease
一岁半,一岁半,Other
一岁半到性成熟前,一岁半到性成熟前,Other
一岁半幼仔,一岁半幼仔,Entity
一岁幼仔,一岁幼仔,Entity
一年半到两年,一年半到两年,Disease
一年半到两年,一年半到两年,Other
一百万到几百万年,一百万到几百万年,Treatment
一百万到几百万年以前,一百万到几百万年以前,Other
三个月幼仔,三个月幼仔,Entity
三到四只雄性追求一只发情的雌性,三到四只雄性追求一只发情的雌性,Other
三月竹笋,三月竹笋,Species
上百的大群,上百的大群,Other
不停地走来走去,不停地走来走去,Behavior
不同,不同,Treatment
不同叫声对应不同生理需求,不同叫声对应不同生理需求,Behavior
不惧寒湿且不冬眠,不惧寒湿且不冬眠,Behavior
不能行走,不能行走,Behavior
不足17%,不足17%,Other
东南亚,东南亚,Place
两广,两广,Place
中低山地区,中低山地区,Habitat
中国,中国,Entity
丰容,丰容,Entity
