:START_ID,:END_ID,:TYPE,source_file,evidence
大熊猫,金丝猴,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,大熊猫的伴生动物有金丝猴，小熊猫，林麝、羚牛、血雉，红腹锦鸡等。
大熊猫,小熊猫,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,大熊猫的伴生动物有金丝猴，小熊猫，林麝、羚牛、血雉，红腹锦鸡等。
大熊猫,林麝,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,大熊猫的伴生动物有金丝猴，小熊猫，林麝、羚牛、血雉，红腹锦鸡等。
大熊猫,羚牛,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,大熊猫的伴生动物有金丝猴，小熊猫，林麝、羚牛、血雉，红腹锦鸡等。
大熊猫,血雉,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,大熊猫的伴生动物有金丝猴，小熊猫，林麝、羚牛、血雉，红腹锦鸡等。
大熊猫,红腹锦鸡,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,大熊猫的伴生动物有金丝猴，小熊猫，林麝、羚牛、血雉，红腹锦鸡等。
大熊猫,同一环境,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,这些珍贵动物基本上都与熊猫生活在同一环境中。
大熊猫,一百万到几百万年以前,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,她们都是一百万到几百万年以前的古老动物。
金丝猴,一百万到几百万年以前,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,她们都是一百万到几百万年以前的古老动物。
小熊猫,一百万到几百万年以前,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,她们都是一百万到几百万年以前的古老动物。
林麝,一百万到几百万年以前,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,她们都是一百万到几百万年以前的古老动物。
羚牛,一百万到几百万年以前,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,她们都是一百万到几百万年以前的古老动物。
血雉,一百万到几百万年以前,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,她们都是一百万到几百万年以前的古老动物。
红腹锦鸡,一百万到几百万年以前,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,她们都是一百万到几百万年以前的古老动物。
大熊猫,我国西南高山深谷,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,她们都有效地借助于我国西南高山深谷的有利地形而幸存至今。
金丝猴,我国西南高山深谷,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,她们都有效地借助于我国西南高山深谷的有利地形而幸存至今。
小熊猫,我国西南高山深谷,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,她们都有效地借助于我国西南高山深谷的有利地形而幸存至今。
林麝,我国西南高山深谷,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,她们都有效地借助于我国西南高山深谷的有利地形而幸存至今。
羚牛,我国西南高山深谷,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,她们都有效地借助于我国西南高山深谷的有利地形而幸存至今。
血雉,我国西南高山深谷,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,她们都有效地借助于我国西南高山深谷的有利地形而幸存至今。
红腹锦鸡,我国西南高山深谷,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,她们都有效地借助于我国西南高山深谷的有利地形而幸存至今。
大熊猫与伴生动物,营养分工,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,通过长期共存，协调地共同生活于同一区域，但各自占有自己的空间，在营养上有分工，昼夜活动和季节上也参差协调，通过食物作为联系的纽带，组成一个较为稳定的动物群。
大熊猫与伴生动物,昼夜活动参差协调,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,通过长期共存，协调地共同生活于同一区域，但各自占有自己的空间，在营养上有分工，昼夜活动和季节上也参差协调，通过食物作为联系的纽带，组成一个较为稳定的动物群。
大熊猫与伴生动物,季节活动参差协调,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,通过长期共存，协调地共同生活于同一区域，但各自占有自己的空间，在营养上有分工，昼夜活动和季节上也参差协调，通过食物作为联系的纽带，组成一个较为稳定的动物群。
大熊猫与伴生动物,食物,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,通过长期共存，协调地共同生活于同一区域，但各自占有自己的空间，在营养上有分工，昼夜活动和季节上也参差协调，通过食物作为联系的纽带，组成一个较为稳定的动物群。
大熊猫,金猫,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,尽管大熊猫与世无争，但在它的栖息领域里，还是有一些与它们为敌的动物，如金猫、豹、豺、狼、黄喉貂等。
大熊猫,黄喉貂,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,尽管大熊猫与世无争，但在它的栖息领域里，还是有一些与它们为敌的动物，如金猫、豹、豺、狼、黄喉貂等。
大熊猫,幼仔,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,但这些动物通常只袭击大熊猫中的幼仔和病弱年老者
大熊猫,病弱年老者,RELATED_TO,D:\panda\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,但这些动物通常只袭击大熊猫中的幼仔和病弱年老者
