:START_ID,:END_ID,:TYPE,source_file,evidence,category
大熊猫嫣嫣,迪普根,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,1995年由柏林前市长迪普根访华期间带回,熊猫资料
大熊猫嫣嫣,柏林动物园,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,1995年由柏林前市长迪普根访华期间带回，作为中德大熊猫国际交流项目的一员外借至柏林动物园,熊猫资料
大熊猫嫣嫣,宝宝,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,伴侣为1980年作为国礼赠予该园的雄性大熊猫“宝宝”（Baobao）,熊猫资料
大熊猫嫣嫣,2007年3月26日,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,2007年3月26日，嫣嫣在柏林动物园去世，终年22岁,熊猫资料
大熊猫嫣嫣,胃功能衰竭,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,解剖显示其死因为胃功能衰竭,熊猫资料
大熊猫嫣嫣,德国柏林自然博物馆,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,2015年1月13日，嫣嫣的标本在德国柏林自然博物馆首次公开展出,熊猫资料
大熊猫嫣嫣,2015年1月13日,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,2015年1月13日，嫣嫣的标本在德国柏林自然博物馆首次公开展出,熊猫资料
大熊猫雅莉,美美,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,"雅莉幼时与姐姐被可口可乐公司终身认养，得名""美美""",熊猫资料
大熊猫雅莉,2009年7月19日,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,大熊猫雅莉，雌性，谱系号762，2009年7月19日生于成都大熊猫繁育研究基地,熊猫资料
大熊猫雅莉,成都大熊猫繁育研究基地,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,大熊猫雅莉，雌性，谱系号762，2009年7月19日生于成都大熊猫繁育研究基地,熊猫资料
大熊猫雅莉,莉莉,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,母亲为莉莉，与双胞胎姐姐文莉同为屏屏后代,熊猫资料
大熊猫雅莉,文莉,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,母亲为莉莉，与双胞胎姐姐文莉同为屏屏后代,熊猫资料
大熊猫雅莉,广州动物园,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,2013年赴广州动物园借展,熊猫资料
大熊猫雅莉,2013年,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,2013年赴广州动物园借展,熊猫资料
大熊猫雅莉,2016年,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,2016年返川后产下双胞胎雅竹、雅韵,熊猫资料
大熊猫雅莉,2021年,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,2021年诞下雅颂,熊猫资料
大熊猫雅莉,采食时善用食材摆造型,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,"行为特征鲜明：采食时善用食材摆造型，散步迈""猫步""，休息时常调整姿态面向镜头，被称作""平面模特""",熊猫资料
大熊猫雅莉,"散步迈""猫步""",RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,"行为特征鲜明：采食时善用食材摆造型，散步迈""猫步""，休息时常调整姿态面向镜头，被称作""平面模特""",熊猫资料
大熊猫雅莉,休息时常调整姿态面向镜头,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,"行为特征鲜明：采食时善用食材摆造型，散步迈""猫步""，休息时常调整姿态面向镜头，被称作""平面模特""",熊猫资料
大熊猫雅莉,成都大熊猫繁育研究基地,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,现生活于成都基地,熊猫资料
大熊猫锦竹,兴兴,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,"兴兴(锦竹)和旦旦(爽爽)，它们于2000年7月抵日，经公开征集，更名为""兴兴(锦竹)""和""旦旦(爽爽)""",熊猫资料
大熊猫锦竹,卧龙中国保护大熊猫研究中心,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,"两只大熊猫分别是来自卧龙中国保护大熊猫研究中心的""锦竹""和""爽爽""",熊猫资料
大熊猫锦竹,双性,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,锦竹是一只双性大熊猫,熊猫资料
大熊猫锦竹,2002年12月5日,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,于2002年12月5日回到四川,熊猫资料
大熊猫锦竹,繁育困难,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,"后因""锦竹""繁育困难，卧龙中国保护大熊猫研究中心于2002年底更换了一只雄性大熊猫""龙龙""到神户",熊猫资料
大熊猫爽爽,卧龙中国保护大熊猫研究中心,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,"两只大熊猫分别是来自卧龙中国保护大熊猫研究中心的""锦竹""和""爽爽""",熊猫资料
大熊猫爽爽,旦旦,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,"兴兴(锦竹)和旦旦(爽爽)，它们于2000年7月抵日，经公开征集，更名为""兴兴(锦竹)""和""旦旦(爽爽)""",熊猫资料
大熊猫龙龙,2010年9月9日,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,"2010年9月9日，日方为给雌性大熊猫""旦旦""进行人工授精，对""兴兴(龙龙)""实施麻醉采精，其在麻醉恢复过程中因呕吐物误吸入肺导致窒息死亡",熊猫资料
大熊猫龙龙,呕吐物误吸入肺导致窒息,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,"2010年9月9日，日方为给雌性大熊猫""旦旦""进行人工授精，对""兴兴(龙龙)""实施麻醉采精，其在麻醉恢复过程中因呕吐物误吸入肺导致窒息死亡",熊猫资料
大熊猫龙龙,50万美元,RELATED_TO,D:\panda\sandbox\熊猫资料3_补录3只.md,经中日联合专家组调查确认死因后，日本神户市按照合约向中国赔偿50万美元,熊猫资料
